Company Name,Brand Name,Model,Series,Product Type,Screen Type,Screen Size,Screen Area (sq. inches),Resolution,Auto- matic Bright- ness Control?,Is Automatic Brightness Control enabled by default when Television is shipped?,On Mode Power (watts),Maximum On Mode Power for Qual- ification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power for Qual- ification (watts),Lum- inance in Default Mode as Shipped (cd/m2),Lum- inance in Brightest Selectable Preset Mode (cd/m2),Average Download Acqui- sition Mode (DAM) Energy (Wh/day),Maximum DAM Energy for Qual- ification (Wh/ day), Typical Electricity Con- sumption (TEC) for Hospitality TVs (W-h/day),Maxi- mum Allowed TEC for Hospi- tality TVs (W-h/day),Estimated Annual Energy Con- sumption (kWh/ year),Date Qualified
"Irico (Foshan) Video Technology Co., LTD",Westinghouse,LCD TV with 17 screen,VR-4090,Television (TV),LCD,40,688,1920 x 1080,No,No,72.87,75.75,0.215,1,114.92,156.63,N/A,,,,134.48,07/28/2011 07:00:00 AM +0000
"Irico (Foshan) Video Technology Co., LTD",Westinghouse,LCD TV with 07 screen,VR-4090,Television (TV),LCD,40,688,1920 x 1080,No,No,68.58,75.75,0.206,1,74.445,108.54,N/A,,,,126.59,08/31/2011 07:00:00 AM +0000
"Jiangxi Coby Digital Science & Technology Co., Ltd",COBY,LEDTV3226,LEDTV3226,Television (TV),LCD,32,429,1366 x 768,No,No,48.4,54,0.3,1,324,326,N/A,,,,90.4,11/21/2011 08:00:00 AM +0000
"Jiangxi Coby Digital Science & Technology Co., Ltd",COBY,LEDTV2326,LEDTV2326,Television (TV),LCD,23,226,1920 x 1080,No,No,31.8,34.4,0.4,1,197,198,N/A,,,,60.8,11/10/2011 08:00:00 AM +0000
"Jiangxi Coby Digital Science & Technology Co., Ltd",COBY,LEDTV1926,LEDTV1926,Television (TV),LCD,19,146,1366 x 768,No,No,17,24,0.4,1,276,278,N/A,,,,33.8,11/10/2011 08:00:00 AM +0000
"Jiangxi Coby Digital Science & Technology Co., Ltd",COBY,LEDTV1526,LEDTV1526,Television (TV),LCD,16,103,1366 x 768,No,No,13.9,18.4,0.5,1,221,222,N/A,,,,28.8,11/09/2011 08:00:00 AM +0000
"Jiangxi Coby Digital Science & Technology Co., Ltd",COBY,LEDTV5526,LEDTV5526,Television (TV),LCD,55,1276,1920 x 1080,No,No,94.5,108,0.3,1,358,361,N/A,,,,174.5,12/05/2011 08:00:00 AM +0000
"Jiangxi Coby Digital Science & Technology Co., Ltd",COBY,LEDTV5536,LEDTV5536,Television (TV),LCD,55,1276,1920 x 1080,No,No,94.5,108,0.3,1,358,361,N/A,,,,174.5,12/05/2011 08:00:00 AM +0000
"Jiangxi Coby Digital Science & Technology Co., Ltd",COBY,LEDTV4026,LEDTV4026,Television (TV),LCD,40,691,1920 x 1080,No,No,73.8,76,0.3,1,323,325,N/A,,,,136.8,11/21/2011 08:00:00 AM +0000
"Jiangxi Coby Digital Science & Technology Co., Ltd",COBY,LEDTV5546,LEDTV5546,Television (TV),LCD,55,1276,1920 x 1080,No,No,94.5,108,0.3,1,358,361,N/A,,,,174.5,12/05/2011 08:00:00 AM +0000
"Jiangxi Coby Digital Science & Technology Co., Ltd",COBY,LEDTV4626,LEDTV4626,Television (TV),LCD,46,902,1920 x 1080,No,No,60.7,93.8,0.3,1,268,270,N/A,,,,112.9,11/22/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,47LS56##,47LS56##-##,Television (TV),LCD,47,943,1920 x 1080,Yes,Yes,58,97.2,0.15,1,196,256,N/A,,,,107,01/30/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,32LV555H,32LV555H-##,Television (TV),LCD,32,424,1920 X 1080,Yes,Yes,53,53.6,0.5,1,184,237,N/A,,,,100,11/24/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,32LV2400,32LV2400-##,Television (TV),LCD,32,424,1920 X 1080,Yes,Yes,48.7,53.6,0.7,1,228,276,N/A,,,,94,09/05/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55G2##,55G2##-##,Television (TV),LCD,55,1275,1920 x 1080,Yes,Yes,85.5,108,0.15,1,242,318,N/A,,,,157,03/21/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LM76##,55LM76##-##,Television (TV),LCD,55,1275,1920 x 1080,Yes,Yes,69.4,108,0.15,1,276,333,N/A,,,,128,03/18/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,42LV55##,42LV55##-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,61,81.3,0.1,1,292,370,N/A,,,,112,05/04/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,42LV35##,42LV35##-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,63.3,81.3,0.1,1,242,326,N/A,,,,116,04/20/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LV35##,47LV35##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,62.2,97,0.1,1,198,267,N/A,,,,114,03/22/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LV37##,47LV37##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,69.2,97,0.1,1,195,258,N/A,,,,127,02/28/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,42LV54##,42LV54##-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,74.1,81,0.1,1,282,359,N/A,,,,136,02/28/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,42LV37##,42LV37##-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,53.2,81,0.1,1,228,299,N/A,,,,97,02/28/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,26LV255C,26LV255C-##,Television (TV),LCD,26,288,1366 X 768,Yes,Yes,28.2,42.2,0.3,1,262,309,N/A,,,,54,08/02/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LW65##,47LW65##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,64,97.2,0.1,1,283,320,N/A,,,,117,05/11/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LE530C,47LE530C-UC,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,81,97.2,0.1,1,296,350,N/A,,,,149,06/24/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,32LV3400,32LV3400-##,Television (TV),LCD,32,424,1366 X 768,Yes,Yes,39,53.6,0.1,1,265,354,N/A,,,,72,06/24/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,42LS56##,42LS56##-##,Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,44.7,81.3,0.15,1,230,298,N/A,,,,83,01/30/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,42LW505C,42LW505C-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,60.8,81.3,0.1,1,293,379,N/A,,,,112,10/18/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,32LV255C,32LV255C-##,Television (TV),LCD,32,424,1920 X 1080,Yes,Yes,44.2,53.6,0.1,1,324,370,N/A,,,,81,10/18/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LV4400,55LV4400-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,88,108,0.3,1,340,394,N/A,,,,163,09/05/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,42PM###,42PM####-##,Television (TV),Plasma,42,739,,Yes,Yes,76,80,0.12,1,68.7,95.7,N/A,,,,140,02/13/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,47LW57##,47LW57##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,71,97.2,0.1,1,250,306,N/A,,,,130,01/06/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,37LV35##,37LV35##-##,Television (TV),LCD,37,583,1920 X 1080,Yes,Yes,50,66.9,0.1,1,235,300,N/A,,,,92,05/04/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LW65##,55LW65##-##,Television (TV),LCD,55,1276,1920 X 1080,Yes,Yes,68,108,0.1,1,288,378,N/A,,,,125,05/11/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LW98##,47LW98##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,95.7,97.2,0.1,1,334,461,N/A,,,,175,07/11/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,42LW5*00,42LW5*00-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,66,81.3,0.1,1,250,306,N/A,,,,121,01/06/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,47LV555H,47LV555H-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,92,97.2,0.5,1,154,186,N/A,,,,171,11/24/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,47LV4400,47LV4400-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,82.6,97.2,0.3,1,238,280,N/A,,,,153,09/05/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,42LV4400,42LV4400-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,73.8,81.3,0.3,1,300,361,N/A,,,,137,09/05/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,42LV555H,42LV555H-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,80.8,81.3,0.6,1,168,207,N/A,,,,152,08/22/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,22LV255C,22LV255C-##,Television (TV),LCD,22,196,1920 X 1080,Yes,Yes,27.4,31,0.3,1,154,186,N/A,,,,52,08/22/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,50PM*### (where * could be number 6 or 9),50PM*###-## (where * could be number 6 or 9),Television (TV),Plasma,50,1068,1920 x 1080,Yes,Yes,102,108,0.12,1,48.7,68.7,N/A,,,,187,02/26/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,55LS56##,55LS56##-##,Television (TV),LCD,55,1275,1920 x 1080,Yes,Yes,69.1,108,0.15,1,195,251,N/A,,,,127,01/30/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,55LM62##,55LM62##-##,Television (TV),LCD,55,1275,1920 x 1080,Yes,Yes,69.9,108,0.15,1,241,341,N/A,,,,129,03/18/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LM76##,47LM76##-##,Television (TV),LCD,47,943,1920 x 1080,Yes,Yes,58.6,97.2,0.15,1,223,301,N/A,,,,108,03/18/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,22LV25##,22LV25##-##,Television (TV),LCD,22,196,1920 X 1080,Yes,Yes,24.1,31,0.2,1,163,196,N/A,,,,45,03/18/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LW77##,55LW77##-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,96.8,108,0.1,1,237,275,N/A,,,,177,02/28/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,47LV54##,47LV54##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,78.5,97,0.1,1,267,354,N/A,,,,144,02/28/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,42LE530C,42LE530C-UC,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,79,81.3,0.1,1,305,397,N/A,,,,145,06/24/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LV5300,55LV5300-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,102,108,0.1,1,296,379,N/A,,,,187,06/24/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47G2##,47G2##-##,Television (TV),LCD,47,943,1920 x 1080,Yes,Yes,69,97.2,0.15,1,240,316,N/A,,,,127,03/21/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LM67##,55LM67##-##,Television (TV),LCD,55,1275,1920 x 1080,Yes,Yes,59,108,0.15,1,269,332,N/A,,,,109,03/18/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,42LW57##,42LW57##-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,71,81.3,0.1,1,260,297,N/A,,,,130,01/16/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,26LV25##,26LV25##-##,Television (TV),LCD,26,288,1920 X 1080,Yes,Yes,28.5,42.2,0.2,1,197,275,N/A,,,,53,04/20/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,32LW57##,32LW57##-##,Television (TV),LCD,32,424,1920 X 1080,Yes,Yes,48.2,54,0.1,1,263,311,N/A,,,,89,03/18/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LV55##,55LV55##-##,Television (TV),LCD,55,1276,1920 X 1080,Yes,Yes,77,108,0.1,1,268,355,N/A,,,,141,05/11/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LW5*00,55LW5*00-##,Television (TV),LED,55,1275,1920 X 1080,Yes,Yes,66.4,108,0.1,1,294,384,N/A,,,,122,06/24/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LV555H,55LV555H-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,106,108,0.5,1,214,224,N/A,,,,197,11/24/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,50PA4###,50PA4###-##,Television (TV),Plasma,50,1068,1366 x 768,Yes,Yes,96,108,0.12,1,84.8,88.8,N/A,,,,176,02/26/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,55LV37##,55LV37##-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,76.6,108,0.05,1,246,322,N/A,,,,140,02/14/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,42LW56##,42LW56##-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,71,81.3,0.1,1,252,297,N/A,,,,130,01/06/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,47LW77##,47LW77##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,79.7,97,0.1,1,266,363,N/A,,,,146,03/18/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,19LV25##,19LV25##-##,Television (TV),LCD,19,147,1366 X 768,Yes,Yes,19,24,0.2,1,162,196,N/A,,,,36,03/18/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,42LV355*,42LV355*-##,Television (TV),LCD,42,754,1920 X 1080,Yes,Yes,63.9,81.3,0.1,1,233,274,N/A,,,,117,08/02/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,37LS56##,37LS56##-##,Television (TV),LCD,37,583,1920 x 1080,Yes,Yes,42,66.9,0.15,1,244,332,N/A,,,,78,01/30/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,50PA*### (where * could be number 5 or 6),50PA*###-## (where * could be number 5 or 6),Television (TV),Plasma,50,1068,1920 x 1080,Yes,Yes,102,108,0.12,1,58,69.2,N/A,,,,187,02/26/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,50PM4###,50PM4###-##,Television (TV),Plasma,50,1068,1366 x 768,Yes,Yes,96,108,0.12,1,78.8,95.6,N/A,,,,176,02/26/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,42PA###,42PA####-##,Television (TV),Plasma,42,739,1024 X 768,Yes,Yes,76,80,0.12,1,31.1,37.4,N/A,,,,140,02/13/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,55LS57##,55LS57##-##,Television (TV),LCD,55,1275,1920 x 1080,Yes,Yes,74,108,0.15,1,221,306,N/A,,,,136,03/18/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LV55##,47LV55##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,64,97.2,0.1,1,282,352,N/A,,,,117,05/04/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LW95##,55LW95##-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,98.4,108,0.1,1,282,326,N/A,,,,180,03/22/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LW95##,47LW95##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,92.8,97,0.1,1,311,431,N/A,,,,170,03/22/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LW56##,55LW56##-##,Television (TV),LCD,55,1276,1920 X 1080,Yes,Yes,67,108,0.1,1,249,336,N/A,,,,123,05/11/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LV35##,55LV35##-##,Television (TV),LCD,55,1276,1920 X 1080,Yes,Yes,76,108,0.1,1,260,352,N/A,,,,139,05/11/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LW98##,55LW98##-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,104,108,0.1,1,430,518,N/A,,,,190,07/18/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,32LS56##,32LS56##-##,Television (TV),LCD,32,424,1920 x 1080,Yes,Yes,37.8,53.6,0.15,1,265,322,N/A,,,,70,01/30/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,47LV355B,47LV355B-##,Television (TV),LCD,47,943,1920 x 1080,Yes,Yes,60.3,97.2,0.1,1,157,193,N/A,,,,111,01/30/2012 08:00:00 AM +0000
"LG Electronics, Inc.",LG,42LM62##,42LM62##-##,Television (TV),LCD,42,754,1920 x 1080,Yes,Yes,50,81.3,0.15,1,238,304,N/A,,,,92,03/19/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LV54##,55LV54##-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,88.3,108,0.1,1,265,358,N/A,,,,162,02/28/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,32LV25##,32LV25##-##,Television (TV),LCD,32,424,1366 X 768,Yes,Yes,40.6,54,0.1,1,250,331,N/A,,,,75,02/28/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,55LV95##,55LV95##-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,103,108,0.1,1,331,402,N/A,,,,189,07/13/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LW5*00,47LW5*00-##,Television (TV),LED,47,943,1920 X 1080,Yes,Yes,62.2,97.2,0.1,1,260,353,N/A,,,,114,06/24/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,37LV555H,37LV555H-##,Television (TV),LCD,37,583,1920 X 1080,Yes,Yes,66.6,66.9,0.5,1,183,234,N/A,,,,125,11/24/2011 08:00:00 AM +0000
"LG Electronics, Inc.",LG,55LV355*,55LV355*-##,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,70.2,108,0.1,1,222,294,N/A,,,,129,08/22/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LS57##,47LS57##-##,Television (TV),LCD,47,943,1920 x 1080,Yes,Yes,59.3,97.2,0.15,1,264,344,N/A,,,,109,03/18/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LM67##,47LM67##-##,Television (TV),LCD,47,943,1920 x 1080,Yes,Yes,50.3,97.2,0.15,1,212,282,N/A,,,,93,03/18/2012 07:00:00 AM +0000
"LG Electronics, Inc.",LG,47LV55##,47LV55##-##,Television (TV),LCD,47,943,1920 X 1080,Yes,Yes,64,97.2,0.1,1,282,352,N/A,,,,117,05/04/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LW57##,55LW57##-##,Television (TV),LCD,55,1276,1920 X 1080,Yes,Yes,67,108,0.1,1,287,372,N/A,,,,123,05/04/2011 07:00:00 AM +0000
"LG Electronics, Inc.",LG,55LE530C,55LE530C-UC,Television (TV),LCD,55,1275,1920 X 1080,Yes,Yes,93,108,0.1,1,305,396,N/A,,,,170,06/24/2011 07:00:00 AM +0000
"Mitsubishi Electric Visual Solutions America, Inc.",Mitsubishi,L75-A94,L75-A94,Television (TV),DLP,75,2407,1920 x 1080,Yes,Yes,84.6,313.8,0.3,1,313,362,N/A,,,,156.5,09/13/2011 07:00:00 AM +0000
"Ningbo SunMan Optoelectronic Co., LTD",SUNMAN,RC.32C1,RC.32C1,Television (TV),LCD,32,424,1366x 768,No,No,52.61,53.6,0.18,1,189.2,231.7,N/A,,,,97.26,02/17/2012 08:00:00 AM +0000
"Ningbo SunMan Optoelectronic Co., LTD",SUNMAN,SE.40B1,SE.40B1,Television (TV),LCD,40,684,1366x 768,No,No,73.04,75.44,0.16,1,173.5,224.1,N/A,,,,134.41,02/20/2012 08:00:00 AM +0000
"Ningbo SunMan Optoelectronic Co., LTD",SUNMAN,RC.42C1,RC.42C1,Television (TV),LCD,42,754,1920 x 1080,No,No,81.2,81.37,0.17,1,134.4,167.5,N/A,,,,149.37,02/20/2012 08:00:00 AM +0000
"Ningbo SunMan Optoelectronic Co., LTD",RCA,RLC2456A,RLC2456A,Television (TV),LCD,24,237,1920 x 1080,No,No,32.3,35.784,0.25,1,76.9,76.9,N/A,,,,61.05,03/07/2012 08:00:00 AM +0000
"Ningbo SunMan Optoelectronic Co., LTD",SUNMAN,SE.32B1,SE.32B1,Television (TV),LCD,32,424,1366x 768,No,No,34.34,53.6,0.2,1,150.1,193.6,N/A,,,,64.06,02/20/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,22WLEDTV71C,SLED2237,Television (TV),LCD,22,198,1920 x 1080,No,No,25,30.8,0.185,1,203,203,N/A,,,,46908,01/26/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,32WLCD TV81,HDLCD3258,Television (TV),LCD,32,424,1920 x 1080,No,No,49.4,53.6,0.19,1,207.4,295,N/A,,,,91.473,11/04/2011 07:00:00 AM +0000
"Orion America, Inc.",JVC,22WLED/DVD71,LT-22DE72,TV Combination Unit,LCD,22,198,1366 x 768,No,No,23,30.8,0.253,1,173.3,173.3,N/A,,,,43.73,09/27/2011 07:00:00 AM +0000
"Orion America, Inc.",BROKSONIC,40WLCDTV69,CCVG-4050,Television (TV),LCD,40,684,1920 x 1080,No,No,69.3,75.4,0.18,1,278,332,N/A,,,,127721,03/01/2012 08:00:00 AM +0000
"Orion America, Inc.",JVC KENWOOD,32WLCDTV69,LT-32A220,Television (TV),LCD,32,424,1366 x 768,No,No,44.8,53.6,0.197,1,218,317.2,N/A,,,,83126,02/06/2012 08:00:00 AM +0000
"Orion America, Inc.",BROKSONIC,24WLEDTV60,CCVG-2430,Television (TV),LCD,24,237,1920 x 1080,No,No,19.3,35.8,0.201,1,126,185,N/A,,,,36616,03/01/2012 08:00:00 AM +0000
"Orion America, Inc.",JVC,JVC,LT-19DE62,TV Combination Unit,LCD,19,146,1366 x 768,No,No,20,24,0.284,1,239.7,239.7,N/A,,,,38.47,04/26/2011 07:00:00 AM +0000
"Orion America, Inc.",Sanyo,DP26671,26WLCD/DVD70,TV Combination Unit,LCD,26,289,1366 x 768,No,No,36.1,42.2,0.232,1,277,333,N/A,,,,67.491,06/29/2011 07:00:00 AM +0000
"Orion America, Inc.",JVC KENWOOD,22WLED/DVD71A,LT-22DE72,TV Combination Unit,LCD,22,198,1920 x 1080,No,No,25,30.8,0.185,1,203,203,N/A,,,,46908,01/31/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,32WLCDDVDV81,HDLCDVD327,TV Combination Unit,LCD,32,424,1920 x 1080,No,No,49.4,53.6,0.19,1,207.4,295,N/A,,,,91.473,11/04/2011 07:00:00 AM +0000
"Orion America, Inc.",Sansui,19WLED/DVD71,SLEDVD196,Television (TV),LCD,19,146,1366 x 768,No,No,21.2,24,0.166,1,150,176,N/A,,,,39.841,08/24/2011 07:00:00 AM +0000
"Orion America, Inc.",BROKSONIC,19WLEDTV45,CCVG-1953,Television (TV),LCD,19,146,1366 x 768,No,No,21.2,24,0.166,1,150,176,N/A,,,,39.841,06/30/2011 07:00:00 AM +0000
"Orion America, Inc.",Sansui,32WLCDTV69,HDLCD3250,Television (TV),LCD,32,424,1366 x 768,No,No,44.8,53.6,0.197,1,218,317.2,N/A,,,,83126,02/06/2012 08:00:00 AM +0000
"Orion America, Inc.",JVC KENWOOD,32WLCD/DVD69,LT-32DM22,TV Combination Unit,LCD,32,424,1366 x 768,No,No,44.8,53.6,0.197,1,218,317.2,N/A,,,,83126,02/06/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,26WLCDTV69,HDLCD2650,Television (TV),LCD,26,289,1366 x 768,No,No,40.5,42.3,0.186,1,288.3,322.1,N/A,,,,75202,02/21/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,40WLCDTV69,40E6090,Television (TV),LCD,40,684,1920 x 1080,No,No,69.3,75.4,0.18,1,278,332,N/A,,,,127721,03/01/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,19WLED/DVD71,SLEDVD196,TV Combination Unit,LCD,19,146,1366 x 768,No,No,21.2,24,0.166,1,150,176,N/A,,,,39.841,08/24/2011 07:00:00 AM +0000
"Orion America, Inc.",Dynex,19WLEDTV45,DX-19L200A12,Television (TV),LCD,19,146,1366 x 768,No,No,21.2,24,0.166,1,150,176,N/A,,,,39.841,06/30/2011 07:00:00 AM +0000
"Orion America, Inc.",Sansui,19WLEDTV49,HDLCD1955W,Television (TV),LCD,19,146,1366 x 768,No,No,21.2,24,0.166,1,150,176,N/A,,,,39.841,06/30/2011 07:00:00 AM +0000
"Orion America, Inc.",Sansui,22WLEDTV71A,SLED2228,Television (TV),LCD,22,198,1920 x 1080,No,No,25,30.8,0.185,1,203,203,N/A,,,,46908,01/12/2012 08:00:00 AM +0000
"Orion America, Inc.",JVC KENWOOD,22WLEDTV71A,LT-22EM72,Television (TV),LCD,22,198,1920 x 1080,No,No,25,30.8,0.185,1,203,203,N/A,,,,46908,01/26/2012 08:00:00 AM +0000
"Orion America, Inc.",BROKSONIC,32WLCD TV81,CCVG-3276,Television (TV),LCD,32,424,1920 x 1080,No,No,49.4,53.6,0.19,1,207.4,295,N/A,,,,91.473,11/04/2011 07:00:00 AM +0000
"Orion America, Inc.",Sansui,19WLEDTV49,HDLCD185W,Television (TV),LCD,19,146,1366 x 768,No,No,21.2,24,0.166,1,150,176,N/A,,,,39.841,06/30/2011 07:00:00 AM +0000
"Orion America, Inc.",JVC KENWOOD,40WLCDTV69,LT-40A320,Television (TV),LCD,40,684,1921 x 1080,No,No,75.1,75.4,0.162,1,281.6,328.2,N/A,,,,138181,09/28/2011 07:00:00 AM +0000
"Orion America, Inc.",Sansui,24WLVDTV60,SLED2453W,Television (TV),LCD,24,237,1920 x 1080,No,No,19.3,35.8,0.201,1,126,185,N/A,,,,36616,01/29/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,32WLCD/DVD69,HDLCDVD328,TV Combination Unit,LCD,32,424,1366 x 768,No,No,44.8,53.6,0.197,1,218,317.2,N/A,,,,83126,02/06/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,19WLEDTV71,SLEDVD1937,TV Combination Unit,LCD,19,146,1366 x 768,No,No,19.5,24,0.212,1,217.9,218.3,N/A,,,,37058,01/09/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,SANSUI,SLEDVD198,TV Combination Unit,LCD,19,146,1366 x 768,Yes,Yes,20,24,0.284,1,239.7,239.7,N/A,,,,38.47,07/26/2011 07:00:00 AM +0000
"Orion America, Inc.",Sansui,ï¼9WLED/DVD71C,SLEDVD197,TV Combination Unit,LCD,19,146,1366 x 768,No,No,18,24,0.192,1,266,266,N/A,,,,34181,01/12/2012 08:00:00 AM +0000
"Orion America, Inc.",Sansui,40WLCDTV69,HDLCD4050,Television (TV),LCD,40,684,1920 x 1080,No,No,69.3,75.4,0.18,1,278,332,N/A,,,,127721,01/26/2012 08:00:00 AM +0000
"Orion America, Inc.",JVC,19WLED TV71,LT-19E620,TV Combination Unit,LCD,19,146,1366 x 768,No,No,21.2,24,0.166,1,150,176,N/A,,,,39.841,08/24/2011 07:00:00 AM +0000
