Company Name,Brand Name,Model,Series,Product Type,Screen Type,Screen Size,Screen Area (sq. inches),Resolution,Auto- matic Bright- ness Control?,Is Automatic Brightness Control enabled by default when Television is shipped?,On Mode Power (watts),Maximum On Mode Power for Qual- ification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power for Qual- ification (watts),Lum- inance in Default Mode as Shipped (cd/m2),Lum- inance in Brightest Selectable Preset Mode (cd/m2),Average Download Acqui- sition Mode (DAM) Energy (Wh/day),Maximum DAM Energy for Qual- ification (Wh/ day), Typical Electricity Con- sumption (TEC) for Hospitality TVs (W-h/day),Maxi- mum Allowed TEC for Hospi- tality TVs (W-h/day),Estimated Annual Energy Con- sumption (kWh/ year),Date Qualified
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, PIONEER",LC37VF56M,LC37VF56M,Television (TV),LCD,38,597,1920 x 1080,No,No,61.3,68.1,0.7,1,68,98,N/A,,,,116.7,12/12/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; WDE; HITEKER,MSAV19**-K4 (** can be replaced by digital from 01 to 99),MSAV19**-K4 (** can be replaced by digital from 01 to 99),TV Combination Unit,LCD,19,148,1366 x 768,No,No,21,24.3,0.43,1,261,314,N/A,,,,41.3,02/24/2012 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; WDE; VIROE; iSymphony; PIONEER,MSAV24**-K4(** can be replaced by digital from 01 to 99),MSAV24**-K4(** can be replaced by digital from 01 to 99),TV Combination Unit,LCD,24,237,1920 x 1080,No,No,26.6,35.8,0.41,1,193,276,N/A,,,,51.4,02/08/2012 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; Crosley; VIORE; iSymphony; LEGEND; HAIER; We,LCD32iH95,LCD32iH95,TV Combination Unit,LCD,32,425,1366 x 768,No,No,46.5,53.7,0.4,1,116,144,N/A,,,,87.6,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LEC24B13800W,LEC24B13800W,Television (TV),LCD,24,236,1920 x 1080,No,No,28,35.7,0.9,1,160,241,N/A,,,,57.3,07/04/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LEC24B13800,LEC24B13800,Television (TV),LCD,24,236,1920 x 1080,No,No,28,35.7,0.9,1,160,241,N/A,,,,57.3,07/04/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LEC24B1380,LEC24B1380,Television (TV),LCD,24,236,1920 x 1080,No,No,28,35.7,0.9,1,160,241,N/A,,,,57.3,07/04/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; VIROE; iSymphony,LCD24 Series,LCD24 Series,Television (TV),LCD,24,239,1920 x 1080,No,No,29.8,36.1,0.5,1,125,149,N/A,,,,57.9,10/13/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; VIROE; iSymphony,LC24VF56PN,LC24VF56PN,Television (TV),LCD,24,239,1920 x 1080,No,No,29.8,36.1,0.5,1,125,149,N/A,,,,57.9,10/13/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; iSymphony; VIORE; LEGEND; Haier; PIONEER,LC26iF90,LC26iF90,Television (TV),LCD,26,292,1366 x 768,No,No,38.7,42.5,0.6,1,134,189,N/A,,,,74.8,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; iSymphony; VIORE; LEGEND; Haier; PIONEER,LC26iH70,LC26iH70,Television (TV),LCD,26,292,1366 x 768,No,No,38.7,42.5,0.6,1,134,189,N/A,,,,74.8,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; iSymphony; VIORE; Haier; PIONEER,LC42VF90,LC42VF90,Television (TV),LCD,42,754,1920 x 1080,No,No,79.2,81.3,0.8,1,91,134,N/A,,,,150.1,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; iSymphony; VIORE; LEGEND; Haier; PIONEER,MHAV26**-K3,"where ""**"" can be number from ""01"" to ""99""",Television (TV),LCD,26,292,1366 x 768,No,No,38.7,42.5,0.6,1,134,189,N/A,,,,74.8,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE",LC19iH56,LC19iH56,Television (TV),LCD,19,147,1366 x 768,No,No,21.6,24,0.4,1,90,120,N/A,,,,42.2,08/11/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE",MSAV19**-K3,"where ""**"" can be number from ""01"" to ""99""",Television (TV),LCD,19,147,1366 x 768,No,No,21.6,24,0.4,1,90,120,N/A,,,,42.2,08/11/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE",MSAV19**-K3-D0,MSAV19**-K3-D0,Television (TV),LCD,19,147,1366 x 768,No,No,21.6,24,0.4,1,90,120,N/A,,,,42.2,08/11/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",MHAV2631-K3,MHAV2631-K3,Television (TV),LCD,26,288,1920 x 1080,No,No,40,42.2,0.5,1,293,405,N/A,,,,76.5,08/01/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; VIORE; iSymphony; Haier; PIONEER,MSAV1931-K3,MSAV1931-K3,Television (TV),LCD,18,144,1366 x 768,No,No,22.3,23.7,0.8,1,206,307,N/A,,,,46.2,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE, Haier","MHAV22**-K3 (where ""**"" can be number from ""01"" to ""99"")","MHAV22**-K3 (where ""**"" can be number from ""01"" to ""99"")",Television (TV),LCD,22,199,1920 x 1080,No,No,28.1,30.9,0.4,1,227,288,N/A,,,,54.1,08/01/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE, Haier","MHAV22**-K3-D0 (where ""**"" can be number from ""01"" to ""99"")","MHAV22**-K3-D0 (where ""**"" can be number from ""01"" to ""99"")",Television (TV),LCD,22,199,1920 x 1080,No,No,28.1,30.9,0.4,1,227,288,N/A,,,,54.1,08/01/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; Crosley; VIORE; iSymphony; LEGEND; HAIER; We,MHAV32**-K3-D0 (Where ** can be replaced by digital from 01 to 99),MHAV32**-K3-D0 (Where ** can be replaced by digital from 01 to 99),TV Combination Unit,LCD,32,425,1366 x 768,No,No,46.5,53.7,0.4,1,116,144,N/A,,,,87.6,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LEC32B13800W,LEC32B13800W,TV Combination Unit,LCD,32,426,1366 x 768,No,No,44.5,53.8,0.4,1,240,326,N/A,,,,84,06/23/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LEC32B13200W,LEC32B13200W,TV Combination Unit,LCD,32,426,1366 x 768,No,No,44.5,53.8,0.4,1,240,326,N/A,,,,84,06/23/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LED32iF55D,LED32iF55D,TV Combination Unit,LCD,32,426,1366 x 768,No,No,44.5,53.8,0.4,1,240,326,N/A,,,,84,06/23/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE",LCD22iF55D,LCD22iF55D,Television (TV),LCD,22,199,1366 x 768,No,No,30.3,30.9,0.5,1,152,230,N/A,,,,58.8,06/21/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE",MHAV22**-K3-D0,MHAV22**-K3-D0,Television (TV),LCD,22,199,1366 x 768,No,No,30.3,30.9,0.5,1,152,230,N/A,,,,58.8,06/21/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LED32VF55D,LED32VF55D,TV Combination Unit,LCD,32,426,1366 x 768,No,No,44.5,53.8,0.4,1,240,326,N/A,,,,84,06/23/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",MHAV32**-K3-D0,MHAV32**-K3-D0,TV Combination Unit,LCD,32,426,1366 x 768,No,No,44.5,53.8,0.4,1,240,326,N/A,,,,84,06/23/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, PIONEER",LCD37 Series,LCD37 Series,Television (TV),LCD,38,597,1920 x 1080,No,No,61.3,68.1,0.7,1,68,98,N/A,,,,116.7,12/12/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; WDE; HITEKER,MSAV1931K3-D0,MSAV1931K3-D0,TV Combination Unit,LCD,19,148,1366 x 768,No,No,21,24.3,0.43,1,261,314,N/A,,,,41.3,02/24/2012 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; WDE; HITEKER,MSAV1931-K3-D0,MSAV1931-K3-D0,TV Combination Unit,LCD,19,148,1366 x 768,No,No,21,24.3,0.43,1,261,314,N/A,,,,41.3,02/24/2012 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; WDE; VIROE; iSymphony; PIONEER,LED24iF55D,LED24iF55D,TV Combination Unit,LCD,24,237,1920 x 1080,No,No,26.6,35.8,0.41,1,193,276,N/A,,,,51.4,02/08/2012 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; WDE; VIROE; iSymphony; PIONEER,LED24VF55D,LED24VF55D,TV Combination Unit,LCD,24,237,1920 x 1080,No,No,26.6,35.8,0.41,1,193,276,N/A,,,,51.4,02/08/2012 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; WDE; VIROE; iSymphony; PIONEER,LED24VF50,LED24VF50,TV Combination Unit,LCD,24,237,1920 x 1080,No,No,26.6,35.8,0.41,1,193,276,N/A,,,,51.4,02/08/2012 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; WDE; VIROE; iSymphony; PIONEER,MHAV24**-K4(** can be replaced by digital from 01 to 99),MHAV24**-K4(** can be replaced by digital from 01 to 99),TV Combination Unit,LCD,24,237,1920 x 1080,No,No,26.6,35.8,0.41,1,193,276,N/A,,,,51.4,02/08/2012 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; Crosley; VIORE; iSymphony; LEGEND; HAIER; We,L32D1120,L32D1120,TV Combination Unit,LCD,32,425,1366 x 768,No,No,46.5,53.7,0.4,1,116,144,N/A,,,,87.6,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; Crosley; VIORE; iSymphony; LEGEND; HAIER; We,LCD32 Series,LCD32 Series,TV Combination Unit,LCD,32,425,1366 x 768,No,No,46.5,53.7,0.4,1,116,144,N/A,,,,87.6,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; Crosley; VIORE; iSymphony; LEGEND; HAIER; We,LCD32VH56,LCD32VH56,TV Combination Unit,LCD,32,425,1366 x 768,No,No,46.5,53.7,0.4,1,116,144,N/A,,,,87.6,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LEC24B1380W,LEC24B1380W,Television (TV),LCD,24,236,1920 x 1080,No,No,28,35.7,0.9,1,160,241,N/A,,,,57.3,07/04/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; VIROE; iSymphony,LC24iF56GM,LC24iF56GM,Television (TV),LCD,24,239,1920 x 1080,No,No,29.8,36.1,0.5,1,125,149,N/A,,,,57.9,10/13/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; VIROE; iSymphony,LC24VF56WT,LC24VF56WT,Television (TV),LCD,24,239,1920 x 1080,No,No,29.8,36.1,0.5,1,125,149,N/A,,,,57.9,10/13/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; VIROE; iSymphony,"MHAV24**-K3-D0 (where ""**"" can be number from ""01"" to ""99"")","MHAV24**-K3-D0 (where ""**"" can be number from ""01"" to ""99"")",Television (TV),LCD,24,239,1920 x 1080,No,No,29.8,36.1,0.5,1,125,149,N/A,,,,57.9,10/13/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; iSymphony; VIORE; Haier; PIONEER,"MHAV42**-K3-D0 (where ""**"" can be number from ""01"" to ""99"")","MHAV42**-K3-D0 (where ""**"" can be number from ""01"" to ""99"")",Television (TV),LCD,42,754,1920 x 1080,No,No,79.2,81.3,0.8,1,91,134,N/A,,,,150.1,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; iSymphony; VIORE; LEGEND; Haier; PIONEER,LC26VF75,LC26VF75,Television (TV),LCD,26,292,1366 x 768,No,No,38.7,42.5,0.6,1,134,189,N/A,,,,74.8,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; iSymphony; VIORE; Haier; PIONEER,V42 Series,V42 Series,Television (TV),LCD,42,754,1920 x 1080,No,No,79.2,81.3,0.8,1,91,134,N/A,,,,150.1,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE",LCD19 Series,LCD19 Series,Television (TV),LCD,19,147,1366 x 768,No,No,21.6,24,0.4,1,90,120,N/A,,,,42.2,08/11/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE",LC19VH54PB,LC19VH54PB,Television (TV),LCD,19,147,1366 x 768,No,No,21.6,24,0.4,1,90,120,N/A,,,,42.2,08/11/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LED26VF55D,LED26VF55D,Television (TV),LCD,26,288,1920 x 1080,No,No,40,42.2,0.5,1,293,405,N/A,,,,76.5,08/01/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LED26iF55D,LED26iF55D,Television (TV),LCD,26,288,1920 x 1080,No,No,40,42.2,0.5,1,293,405,N/A,,,,76.5,08/01/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LED26iF50,LED26iF50,Television (TV),LCD,26,288,1920 x 1080,No,No,40,42.2,0.5,1,293,405,N/A,,,,76.5,08/01/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; iSymphony; VIORE; LEGEND; Haier; PIONEER,LC26VH56A,LC26VH56A,Television (TV),LCD,26,292,1366 x 768,No,No,38.7,42.5,0.6,1,134,189,N/A,,,,74.8,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; VIORE; iSymphony; Haier; PIONEER,PLE-1901HD,PLE-1901HD,Television (TV),LCD,18,144,1366 x 768,No,No,22.3,23.7,0.8,1,206,307,N/A,,,,46.2,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; VIORE; iSymphony; Haier; PIONEER,LE19B13200W,LE19B13200W,Television (TV),LCD,18,144,1366 x 768,No,No,22.3,23.7,0.8,1,206,307,N/A,,,,46.2,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; VIORE; iSymphony; Haier; PIONEER,LED19iH50,LED19iH50,Television (TV),LCD,18,144,1366 x 768,No,No,22.3,23.7,0.8,1,206,307,N/A,,,,46.2,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE, Haier",LED22VF55D,LED22VF55D,Television (TV),LCD,22,199,1920 x 1080,No,No,28.1,30.9,0.4,1,227,288,N/A,,,,54.1,08/01/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE, Haier",LED22VF50,LED22VF50,Television (TV),LCD,22,199,1920 x 1080,No,No,28.1,30.9,0.4,1,227,288,N/A,,,,54.1,08/01/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, iSymphony, VIORE, Haier","MSAV22**-K3-D0 (where ""**"" can be number from ""01"" to ""99"")","MSAV22**-K3-D0 (where ""**"" can be number from ""01"" to ""99"")",Television (TV),LCD,22,199,1920 x 1080,No,No,28.1,30.9,0.4,1,227,288,N/A,,,,54.1,08/01/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.",AMTC; Crosley; VIORE; iSymphony; LEGEND; HAIER; We,MSAV32**-K3-D0 (Where ** can be replaced by digital from 01 to 99),MSAV32**-K3-D0 (Where ** can be replaced by digital from 01 to 99),TV Combination Unit,LCD,32,425,1366 x 768,No,No,46.5,53.7,0.4,1,116,144,N/A,,,,87.6,11/23/2011 08:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LEC32B1380W,LEC32B1380W,TV Combination Unit,LCD,32,426,1366 x 768,No,No,44.5,53.8,0.4,1,240,326,N/A,,,,84,06/23/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LE32B1380W,LE32B1380W,TV Combination Unit,LCD,32,426,1366 x 768,No,No,44.5,53.8,0.4,1,240,326,N/A,,,,84,06/23/2011 07:00:00 AM +0000
"Shenzhen MTC Co., Ltd.","AMTC, VIORE, iSymphony, Haier",LED32iF50,LED32iF50,TV Combination Unit,LCD,32,426,1366 x 768,No,No,44.5,53.8,0.4,1,240,326,N/A,,,,84,06/23/2011 07:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-40EX621,KDL-40EX621,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,59.54,75,0.0793,1,255.1,358.1,20.0,40,,,114.5,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-60NX720,KDL-60NX720,Television (TV),LCD,60,1538,1920 x 1080,Yes,Yes,79.3,108,0.15,1,264,366,20.0,40,,,150.45,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46EX620,KDL-46EX620,Television (TV),LCD,46,906,1920 x 1080,Yes,Yes,62.4,94.1,0.08,1,263,376,20.0,40,,,118.1,11/09/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-60EX723,KDL-60EX723,Television (TV),LCD,60,1543,1920 x 1080,Yes,Yes,70.9,108,0.13,1,239,338,20.0,40,,,137.59,12/29/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-60EX720,KDL-60EX720,Television (TV),LCD,60,1543,1920 x 1080,Yes,Yes,70.9,108,0.13,1,239,338,20.0,40,,,137.59,12/29/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,XBR-65HX929,XBR-65HX929,Television (TV),LCD,65,1767,1920 x 1080,Yes,Yes,103,108,0.12,1,227,320,20.0,40,,,195.01,11/07/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55EX620,KDL-55EX620,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,80.9,108,0.12,1,242,344,20.0,40,,,155.77,11/07/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,XBR-46HX929,XBR-46HX929,Television (TV),LCD,46,900,1920 x 1080,Yes,Yes,74.4,94,0.1,1,353,484,20.0,40,,,142.26,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55NX720,KDL-55NX720,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,88.2,178,0.13,1,225,311,20.0,40,,,166.79,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46NX720,KDL-46NX720,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,62.7,93.9,0.09,1,230,317,20.0,40,,,122.35,11/07/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-65HX729,KDL-65HX729,Television (TV),LCD,65,1797,1920 x 1080,Yes,Yes,96.6,108,0.03,1,175,253,20.0,40,,,181.75,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-32EX729,KDL-32EX729,Television (TV),LCD,32,426,1920 x 1080,Yes,Yes,50,53.8,0.11,1,220,314,20.0,40,,,97.88,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-32EX523,KDL-32EX523,Television (TV),LCD,32,425,1920 x 1080,Yes,Yes,43.413,54,0.12,1,241,345,20.0,40,,,87.37,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-32EX521,KDL-32EX521,Television (TV),LCD,32,425,1920 x 1080,Yes,Yes,43.413,54,0.12,1,241,345,20.0,40,,,87.37,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55HX729,KDL-55HX729,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,86.3,108,0.14,1,202,294,20.0,40,,,164.17,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-40EX723,KDL-40EX723,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,59.54,75,0.0793,1,255.1,358.1,20.0,40,,,114.5,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46EX723,KDL-46EX723,Television (TV),LCD,46,906,1920 x 1080,Yes,Yes,62.4,94.1,0.08,1,263,376,20.0,40,,,118.1,11/09/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-40EX523,KDL-40EX523,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,58.8913,75.43,0.0761,1,232,339.6,20.0,40,,,113.39,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46HX820,KDL-46HX820,Television (TV),LCD,46,902,1920 x 1080,Yes,Yes,75,93.8,0.09,1,249,368,20.0,40,,,143.33,11/03/2011 07:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55EX720,KDL-55EX720,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,80.9,108,0.12,1,242,344,20.0,40,,,155.77,11/07/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-40EX729,KDL-40EX729,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,59.54,75,0.0793,1,255.1,358.1,20.0,40,,,114.5,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46EX720,KDL-46EX720,Television (TV),LCD,46,906,1920 x 1080,Yes,Yes,62.4,94.1,0.08,1,263,376,20.0,40,,,118.1,11/09/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-40EX521,KDL-40EX521,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,58.8913,75.43,0.0761,1,232,339.6,20.0,40,,,113.39,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46EX521,KDL-46EX521,Television (TV),LCD,46,902,1920 x 1080,Yes,Yes,55.6,94,0.0835,1,203.7,295.6,20.0,40,,,107.45,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55EX621,KDL-55EX621,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,80.9,108,0.12,1,242,344,20.0,40,,,155.77,11/07/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,XBR-55HX929,XBR-55HX929,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,100.4,108,0.15,1,415,595,20.0,40,,,189.2,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-40EX620,KDL-40EX620,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,59.54,75,0.0793,1,255.1,358.1,20.0,40,,,114.5,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-40EX720,KDL-40EX720,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,59.54,75,0.0793,1,255.1,358.1,20.0,40,,,114.5,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46EX520,KDL-46EX520,Television (TV),LCD,46,902,1920 x 1080,Yes,Yes,55.6,94,0.0835,1,203.7,295.6,20.0,40,,,107.45,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46HX729,KDL-46HX729,Television (TV),LCD,46,902,1920 x 1080,Yes,Yes,75,93.8,0.09,1,249,368,20.0,40,,,143.33,11/03/2011 07:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55EX723,KDL-55EX723,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,80.9,108,0.12,1,242,344,20.0,40,,,155.77,11/07/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-32EX720,KDL-32EX720,Television (TV),LCD,32,426,1920 x 1080,Yes,Yes,50,53.8,0.11,1,220,314,20.0,40,,,97.88,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55HX820,KDL-55HX820,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,86.3,108,0.14,1,202,294,20.0,40,,,164.17,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46EX621,KDL-46EX621,Television (TV),LCD,46,906,1920 x 1080,Yes,Yes,62.4,94.1,0.08,1,263,376,20.0,40,,,118.1,11/09/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46EX729,KDL-46EX729,Television (TV),LCD,46,906,1920 x 1080,Yes,Yes,62.4,94.1,0.08,1,263,376,20.0,40,,,118.1,11/09/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-40EX520,KDL-40EX520,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,58.8913,75.43,0.0761,1,232,339.6,20.0,40,,,113.39,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-32EX520,KDL-32EX520,Television (TV),LCD,32,425,1920 x 1080,Yes,Yes,43.413,54,0.12,1,241,345,20.0,40,,,87.37,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46EX523,KDL-46EX523,Television (TV),LCD,46,902,1920 x 1080,Yes,Yes,55.6,94,0.0835,1,203.7,295.6,20.0,40,,,107.45,11/10/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46HX750,KDL-46HX750,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,65.1,94,0.1,1,280.6,396.4,13.579,40,,,124.47,11/30/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55HX751,KDL-55HX751,Television (TV),LCD,55,1276,1920x1080,Yes,Yes,64.6,108,0.1,1,284.8,398.9,14.69,40,,,123.97,11/30/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55EX640,KDL-55EX640,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,85.8,108,0.242,1,294,419,N/A,,,,158.26,11/30/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-55HX850,KDL-55HX850,Television (TV),LCD,55,1276,1920 x 1080,Yes,Yes,69.1,108,0.1,1,305.1,423.7,15.458,40,,,132.44,12/20/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-46EX640,KDL-46EX640,Television (TV),LCD,46,904,1920 x 1080,Yes,Yes,67.7,93.9,0.237,1,258.9,363.9,N/A,,,,125.2,11/30/2011 08:00:00 AM +0000
Sony Electronics Inc.,SONY,KDL-40EX640,KDL-40EX640,Television (TV),LCD,40,684,1920 x 1080,Yes,Yes,58,75.4,0.236,1,277.3,385.9,N/A,,,,107.49,11/30/2011 08:00:00 AM +0000
